Date,Area,Type,Value,Year,Month
1940-11-01,Los Angeles Downtown,Temperature,63.4,1940,11
1940-12-01,Los Angeles Downtown,Temperature,61.3,1940,12
1941-01-01,Los Angeles Downtown,Temperature,57.6,1941,1
1941-02-01,Los Angeles Downtown,Temperature,58.8,1941,2
1941-03-01,Los Angeles Downtown,Temperature,60.5,1941,3
1941-04-01,Los Angeles Downtown,Temperature,59.1,1941,4
1941-05-01,Los Angeles Downtown,Temperature,67.9,1941,5
1941-06-01,Los Angeles Downtown,Temperature,66,1941,6
1941-07-01,Los Angeles Downtown,Temperature,70.7,1941,7
1941-08-01,Los Angeles Downtown,Temperature,71.1,1941,8
1941-09-01,Los Angeles Downtown,Temperature,68,1941,9
1941-10-01,Los Angeles Downtown,Temperature,66,1941,10
1941-11-01,Los Angeles Downtown,Temperature,65.3,1941,11
1941-12-01,Los Angeles Downtown,Temperature,57,1941,12
1942-01-01,Los Angeles Downtown,Temperature,58.7,1942,1
1942-02-01,Los Angeles Downtown,Temperature,55.7,1942,2
1942-03-01,Los Angeles Downtown,Temperature,58.8,1942,3
1942-04-01,Los Angeles Downtown,Temperature,59.4,1942,4
1942-05-01,Los Angeles Downtown,Temperature,62.8,1942,5
1942-06-01,Los Angeles Downtown,Temperature,65.9,1942,6
1942-07-01,Los Angeles Downtown,Temperature,71.7,1942,7
1942-08-01,Los Angeles Downtown,Temperature,71,1942,8
1942-09-01,Los Angeles Downtown,Temperature,67.8,1942,9
1942-10-01,Los Angeles Downtown,Temperature,67.6,1942,10
1942-11-01,Los Angeles Downtown,Temperature,63.5,1942,11
1942-12-01,Los Angeles Downtown,Temperature,58.8,1942,12
1943-01-01,Los Angeles Downtown,Temperature,57.7,1943,1
1943-02-01,Los Angeles Downtown,Temperature,60.1,1943,2
1943-03-01,Los Angeles Downtown,Temperature,58.8,1943,3
1943-04-01,Los Angeles Downtown,Temperature,61.4,1943,4
1943-05-01,Los Angeles Downtown,Temperature,65.5,1943,5
1943-06-01,Los Angeles Downtown,Temperature,66.4,1943,6
1943-07-01,Los Angeles Downtown,Temperature,70.7,1943,7
1943-08-01,Los Angeles Downtown,Temperature,71.3,1943,8
1943-09-01,Los Angeles Downtown,Temperature,70.7,1943,9
1943-10-01,Los Angeles Downtown,Temperature,66.6,1943,10
1943-11-01,Los Angeles Downtown,Temperature,64.9,1943,11
1943-12-01,Los Angeles Downtown,Temperature,56.8,1943,12
1944-01-01,Los Angeles Downtown,Temperature,57.2,1944,1
1944-02-01,Los Angeles Downtown,Temperature,53.6,1944,2
1944-03-01,Los Angeles Downtown,Temperature,59.6,1944,3
1944-04-01,Los Angeles Downtown,Temperature,58.9,1944,4
1944-05-01,Los Angeles Downtown,Temperature,62.4,1944,5
1944-06-01,Los Angeles Downtown,Temperature,63.4,1944,6
1944-07-01,Los Angeles Downtown,Temperature,66.6,1944,7
1944-08-01,Los Angeles Downtown,Temperature,71.3,1944,8
1944-09-01,Los Angeles Downtown,Temperature,69.3,1944,9
1944-10-01,Los Angeles Downtown,Temperature,64.7,1944,10
1944-11-01,Los Angeles Downtown,Temperature,59,1944,11
1944-12-01,Los Angeles Downtown,Temperature,60,1944,12
1945-01-01,Los Angeles Downtown,Temperature,56.5,1945,1
1945-02-01,Los Angeles Downtown,Temperature,56.7,1945,2
1945-03-01,Los Angeles Downtown,Temperature,54.4,1945,3
1945-04-01,Los Angeles Downtown,Temperature,59.4,1945,4
1945-05-01,Los Angeles Downtown,Temperature,61.9,1945,5
1945-06-01,Los Angeles Downtown,Temperature,64.5,1945,6
1945-07-01,Los Angeles Downtown,Temperature,70.9,1945,7
1945-08-01,Los Angeles Downtown,Temperature,73.3,1945,8
1945-09-01,Los Angeles Downtown,Temperature,73.2,1945,9
1945-10-01,Los Angeles Downtown,Temperature,67.1,1945,10
1945-11-01,Los Angeles Downtown,Temperature,61.7,1945,11
1945-12-01,Los Angeles Downtown,Temperature,57.2,1945,12
1946-01-01,Los Angeles Downtown,Temperature,57.8,1946,1
1946-02-01,Los Angeles Downtown,Temperature,54.8,1946,2
1946-03-01,Los Angeles Downtown,Temperature,57.5,1946,3
1946-04-01,Los Angeles Downtown,Temperature,62,1946,4
1946-05-01,Los Angeles Downtown,Temperature,61.1,1946,5
1946-06-01,Los Angeles Downtown,Temperature,68.7,1946,6
1946-07-01,Los Angeles Downtown,Temperature,71.8,1946,7
1946-08-01,Los Angeles Downtown,Temperature,72.3,1946,8
1946-09-01,Los Angeles Downtown,Temperature,73.1,1946,9
1946-10-01,Los Angeles Downtown,Temperature,64.5,1946,10
1946-11-01,Los Angeles Downtown,Temperature,58.8,1946,11
1946-12-01,Los Angeles Downtown,Temperature,56.4,1946,12
1947-01-01,Los Angeles Downtown,Temperature,55.9,1947,1
1947-02-01,Los Angeles Downtown,Temperature,59.8,1947,2
1947-03-01,Los Angeles Downtown,Temperature,60.4,1947,3
1947-04-01,Los Angeles Downtown,Temperature,62.6,1947,4
1947-05-01,Los Angeles Downtown,Temperature,64.1,1947,5
1947-06-01,Los Angeles Downtown,Temperature,66.9,1947,6
1947-07-01,Los Angeles Downtown,Temperature,73,1947,7
1947-08-01,Los Angeles Downtown,Temperature,71.3,1947,8
1947-09-01,Los Angeles Downtown,Temperature,72.3,1947,9
1947-10-01,Los Angeles Downtown,Temperature,66.3,1947,10
1947-11-01,Los Angeles Downtown,Temperature,59,1947,11
1947-12-01,Los Angeles Downtown,Temperature,57.2,1947,12
1948-01-01,Los Angeles Downtown,Temperature,58.6,1948,1
1948-02-01,Los Angeles Downtown,Temperature,54.6,1948,2
1948-03-01,Los Angeles Downtown,Temperature,55.2,1948,3
1948-04-01,Los Angeles Downtown,Temperature,60.5,1948,4
1948-05-01,Los Angeles Downtown,Temperature,63.9,1948,5
1948-06-01,Los Angeles Downtown,Temperature,66.9,1948,6
1948-07-01,Los Angeles Downtown,Temperature,70.9,1948,7
1948-08-01,Los Angeles Downtown,Temperature,71.2,1948,8
1948-09-01,Los Angeles Downtown,Temperature,71.5,1948,9
1948-10-01,Los Angeles Downtown,Temperature,66.3,1948,10
1948-11-01,Los Angeles Downtown,Temperature,62.1,1948,11
1948-12-01,Los Angeles Downtown,Temperature,53.4,1948,12
1949-01-01,Los Angeles Downtown,Temperature,46.9,1949,1
1949-02-01,Los Angeles Downtown,Temperature,52.7,1949,2
1949-03-01,Los Angeles Downtown,Temperature,56,1949,3
1949-04-01,Los Angeles Downtown,Temperature,63.8,1949,4
1949-05-01,Los Angeles Downtown,Temperature,64.3,1949,5
1949-06-01,Los Angeles Downtown,Temperature,69.7,1949,6
1949-07-01,Los Angeles Downtown,Temperature,71.8,1949,7
1949-08-01,Los Angeles Downtown,Temperature,73.7,1949,8
1949-09-01,Los Angeles Downtown,Temperature,72.9,1949,9
1949-10-01,Los Angeles Downtown,Temperature,66.1,1949,10
1949-11-01,Los Angeles Downtown,Temperature,67.2,1949,11
1949-12-01,Los Angeles Downtown,Temperature,55.6,1949,12
1950-01-01,Los Angeles Downtown,Temperature,50.4,1950,1
1950-02-01,Los Angeles Downtown,Temperature,56.6,1950,2
1950-03-01,Los Angeles Downtown,Temperature,58.7,1950,3
1950-04-01,Los Angeles Downtown,Temperature,62.7,1950,4
1950-05-01,Los Angeles Downtown,Temperature,62.2,1950,5
1950-06-01,Los Angeles Downtown,Temperature,66.5,1950,6
1950-07-01,Los Angeles Downtown,Temperature,73.3,1950,7
1950-08-01,Los Angeles Downtown,Temperature,70.9,1950,8
1950-09-01,Los Angeles Downtown,Temperature,68.8,1950,9
1950-10-01,Los Angeles Downtown,Temperature,69.5,1950,10
1950-11-01,Los Angeles Downtown,Temperature,63.7,1950,11
1950-12-01,Los Angeles Downtown,Temperature,62.1,1950,12
1951-01-01,Los Angeles Downtown,Temperature,55.7,1951,1
1951-02-01,Los Angeles Downtown,Temperature,56.4,1951,2
1951-03-01,Los Angeles Downtown,Temperature,60.2,1951,3
1951-04-01,Los Angeles Downtown,Temperature,60.4,1951,4
1951-05-01,Los Angeles Downtown,Temperature,63.1,1951,5
1951-06-01,Los Angeles Downtown,Temperature,66.7,1951,6
1951-07-01,Los Angeles Downtown,Temperature,72.8,1951,7
1951-08-01,Los Angeles Downtown,Temperature,71.3,1951,8
1951-09-01,Los Angeles Downtown,Temperature,71,1951,9
1951-10-01,Los Angeles Downtown,Temperature,68.8,1951,10
1951-11-01,Los Angeles Downtown,Temperature,61.9,1951,11
1951-12-01,Los Angeles Downtown,Temperature,54.3,1951,12
1952-01-01,Los Angeles Downtown,Temperature,52.8,1952,1
1952-02-01,Los Angeles Downtown,Temperature,58.8,1952,2
1952-03-01,Los Angeles Downtown,Temperature,55.3,1952,3
1952-04-01,Los Angeles Downtown,Temperature,61.1,1952,4
1952-05-01,Los Angeles Downtown,Temperature,66.7,1952,5
1952-06-01,Los Angeles Downtown,Temperature,65.7,1952,6
1952-07-01,Los Angeles Downtown,Temperature,72.3,1952,7
1952-08-01,Los Angeles Downtown,Temperature,74,1952,8
1952-09-01,Los Angeles Downtown,Temperature,74.3,1952,9
1952-10-01,Los Angeles Downtown,Temperature,67,1952,10
1952-11-01,Los Angeles Downtown,Temperature,59.1,1952,11
1952-12-01,Los Angeles Downtown,Temperature,56.1,1952,12
1953-01-01,Los Angeles Downtown,Temperature,60.6,1953,1
1953-02-01,Los Angeles Downtown,Temperature,58.8,1953,2
1953-03-01,Los Angeles Downtown,Temperature,58.9,1953,3
1953-04-01,Los Angeles Downtown,Temperature,58.7,1953,4
1953-05-01,Los Angeles Downtown,Temperature,63.9,1953,5
1953-06-01,Los Angeles Downtown,Temperature,66.8,1953,6
1953-07-01,Los Angeles Downtown,Temperature,74.9,1953,7
1953-08-01,Los Angeles Downtown,Temperature,70.6,1953,8
1953-09-01,Los Angeles Downtown,Temperature,70.2,1953,9
1953-10-01,Los Angeles Downtown,Temperature,69.1,1953,10
1953-11-01,Los Angeles Downtown,Temperature,63.6,1953,11
1953-12-01,Los Angeles Downtown,Temperature,59,1953,12
1954-01-01,Los Angeles Downtown,Temperature,55.5,1954,1
1954-02-01,Los Angeles Downtown,Temperature,64,1954,2
1954-03-01,Los Angeles Downtown,Temperature,57,1954,3
1954-04-01,Los Angeles Downtown,Temperature,60.9,1954,4
1954-05-01,Los Angeles Downtown,Temperature,63.8,1954,5
1954-06-01,Los Angeles Downtown,Temperature,67.5,1954,6
1954-07-01,Los Angeles Downtown,Temperature,76.6,1954,7
1954-08-01,Los Angeles Downtown,Temperature,73.1,1954,8
1954-09-01,Los Angeles Downtown,Temperature,72.4,1954,9
1954-10-01,Los Angeles Downtown,Temperature,65.7,1954,10
1954-11-01,Los Angeles Downtown,Temperature,64.3,1954,11
1954-12-01,Los Angeles Downtown,Temperature,58.1,1954,12
1955-01-01,Los Angeles Downtown,Temperature,53.6,1955,1
1955-02-01,Los Angeles Downtown,Temperature,57,1955,2
1955-03-01,Los Angeles Downtown,Temperature,61.2,1955,3
1955-04-01,Los Angeles Downtown,Temperature,61.3,1955,4
1955-05-01,Los Angeles Downtown,Temperature,63,1955,5
1955-06-01,Los Angeles Downtown,Temperature,66.7,1955,6
1955-07-01,Los Angeles Downtown,Temperature,70.5,1955,7
1955-08-01,Los Angeles Downtown,Temperature,75.2,1955,8
1955-09-01,Los Angeles Downtown,Temperature,74.5,1955,9
1955-10-01,Los Angeles Downtown,Temperature,64.2,1955,10
1955-11-01,Los Angeles Downtown,Temperature,61.1,1955,11
1955-12-01,Los Angeles Downtown,Temperature,55.9,1955,12
1956-01-01,Los Angeles Downtown,Temperature,56,1956,1
1956-02-01,Los Angeles Downtown,Temperature,53.1,1956,2
1956-03-01,Los Angeles Downtown,Temperature,60.5,1956,3
1956-04-01,Los Angeles Downtown,Temperature,58.7,1956,4
1956-05-01,Los Angeles Downtown,Temperature,64.3,1956,5
1956-06-01,Los Angeles Downtown,Temperature,69.8,1956,6
1956-07-01,Los Angeles Downtown,Temperature,71.7,1956,7
1956-08-01,Los Angeles Downtown,Temperature,71.9,1956,8
1956-09-01,Los Angeles Downtown,Temperature,76.4,1956,9
1956-10-01,Los Angeles Downtown,Temperature,66.5,1956,10
1956-11-01,Los Angeles Downtown,Temperature,67.2,1956,11
1956-12-01,Los Angeles Downtown,Temperature,60.5,1956,12
1957-01-01,Los Angeles Downtown,Temperature,54.2,1957,1
1957-02-01,Los Angeles Downtown,Temperature,60.7,1957,2
1957-03-01,Los Angeles Downtown,Temperature,61.5,1957,3
1957-04-01,Los Angeles Downtown,Temperature,61.7,1957,4
1957-05-01,Los Angeles Downtown,Temperature,64.2,1957,5
1957-06-01,Los Angeles Downtown,Temperature,72.5,1957,6
1957-07-01,Los Angeles Downtown,Temperature,76,1957,7
1957-08-01,Los Angeles Downtown,Temperature,76.2,1957,8
1957-09-01,Los Angeles Downtown,Temperature,72.2,1957,9
1957-10-01,Los Angeles Downtown,Temperature,67.1,1957,10
1957-11-01,Los Angeles Downtown,Temperature,60.7,1957,11
1957-12-01,Los Angeles Downtown,Temperature,61.7,1957,12
1958-01-01,Los Angeles Downtown,Temperature,59.5,1958,1
1958-02-01,Los Angeles Downtown,Temperature,60.3,1958,2
1958-03-01,Los Angeles Downtown,Temperature,56.9,1958,3
1958-04-01,Los Angeles Downtown,Temperature,65.4,1958,4
1958-05-01,Los Angeles Downtown,Temperature,68,1958,5
1958-06-01,Los Angeles Downtown,Temperature,71,1958,6
1958-07-01,Los Angeles Downtown,Temperature,72.8,1958,7
1958-08-01,Los Angeles Downtown,Temperature,75.2,1958,8
1958-09-01,Los Angeles Downtown,Temperature,75.8,1958,9
1958-10-01,Los Angeles Downtown,Temperature,74,1958,10
1958-11-01,Los Angeles Downtown,Temperature,63.3,1958,11
1958-12-01,Los Angeles Downtown,Temperature,62,1958,12
1959-01-01,Los Angeles Downtown,Temperature,60,1959,1
1959-02-01,Los Angeles Downtown,Temperature,56.3,1959,2
1959-03-01,Los Angeles Downtown,Temperature,64.7,1959,3
1959-04-01,Los Angeles Downtown,Temperature,66.2,1959,4
1959-05-01,Los Angeles Downtown,Temperature,65,1959,5
1959-06-01,Los Angeles Downtown,Temperature,71.5,1959,6
1959-07-01,Los Angeles Downtown,Temperature,77.8,1959,7
1959-08-01,Los Angeles Downtown,Temperature,75.5,1959,8
1959-09-01,Los Angeles Downtown,Temperature,73.4,1959,9
1959-10-01,Los Angeles Downtown,Temperature,70.1,1959,10
1959-11-01,Los Angeles Downtown,Temperature,66.6,1959,11
1959-12-01,Los Angeles Downtown,Temperature,60.6,1959,12
1960-01-01,Los Angeles Downtown,Temperature,54.6,1960,1
1960-02-01,Los Angeles Downtown,Temperature,57,1960,2
1960-03-01,Los Angeles Downtown,Temperature,62,1960,3
1960-04-01,Los Angeles Downtown,Temperature,65.3,1960,4
1960-05-01,Los Angeles Downtown,Temperature,67.7,1960,5
1960-06-01,Los Angeles Downtown,Temperature,70.1,1960,6
1960-07-01,Los Angeles Downtown,Temperature,75.5,1960,7
1960-08-01,Los Angeles Downtown,Temperature,73.1,1960,8
1960-09-01,Los Angeles Downtown,Temperature,75.5,1960,9
1960-10-01,Los Angeles Downtown,Temperature,68,1960,10
1960-11-01,Los Angeles Downtown,Temperature,60.3,1960,11
1960-12-01,Los Angeles Downtown,Temperature,58.7,1960,12
1961-01-01,Los Angeles Downtown,Temperature,61.9,1961,1
1961-02-01,Los Angeles Downtown,Temperature,61,1961,2
1961-03-01,Los Angeles Downtown,Temperature,60.1,1961,3
1961-04-01,Los Angeles Downtown,Temperature,64,1961,4
1961-05-01,Los Angeles Downtown,Temperature,63.3,1961,5
1961-06-01,Los Angeles Downtown,Temperature,68.8,1961,6
1961-07-01,Los Angeles Downtown,Temperature,74.2,1961,7
1961-08-01,Los Angeles Downtown,Temperature,74.3,1961,8
1961-09-01,Los Angeles Downtown,Temperature,70.9,1961,9
1961-10-01,Los Angeles Downtown,Temperature,67.9,1961,10
1961-11-01,Los Angeles Downtown,Temperature,60.1,1961,11
1961-12-01,Los Angeles Downtown,Temperature,56.9,1961,12
1962-01-01,Los Angeles Downtown,Temperature,57.5,1962,1
1962-02-01,Los Angeles Downtown,Temperature,53.8,1962,2
1962-03-01,Los Angeles Downtown,Temperature,55.2,1962,3
1962-04-01,Los Angeles Downtown,Temperature,64.3,1962,4
1962-05-01,Los Angeles Downtown,Temperature,62.9,1962,5
1962-06-01,Los Angeles Downtown,Temperature,66.3,1962,6
1962-07-01,Los Angeles Downtown,Temperature,70.1,1962,7
1962-08-01,Los Angeles Downtown,Temperature,74,1962,8
1962-09-01,Los Angeles Downtown,Temperature,70.8,1962,9
1962-10-01,Los Angeles Downtown,Temperature,65.7,1962,10
1962-11-01,Los Angeles Downtown,Temperature,60.6,1962,11
1962-12-01,Los Angeles Downtown,Temperature,57.4,1962,12
1963-01-01,Los Angeles Downtown,Temperature,55.6,1963,1
1963-02-01,Los Angeles Downtown,Temperature,62.7,1963,2
1963-03-01,Los Angeles Downtown,Temperature,58.3,1963,3
1963-04-01,Los Angeles Downtown,Temperature,59.6,1963,4
1963-05-01,Los Angeles Downtown,Temperature,64.1,1963,5
1963-06-01,Los Angeles Downtown,Temperature,66.3,1963,6
1963-07-01,Los Angeles Downtown,Temperature,72,1963,7
1963-08-01,Los Angeles Downtown,Temperature,73.7,1963,8
1963-09-01,Los Angeles Downtown,Temperature,77.2,1963,9
1963-10-01,Los Angeles Downtown,Temperature,69.1,1963,10
1963-11-01,Los Angeles Downtown,Temperature,62.2,1963,11
1963-12-01,Los Angeles Downtown,Temperature,60.6,1963,12
1964-01-01,Los Angeles Downtown,Temperature,56.7,1964,1
1964-02-01,Los Angeles Downtown,Temperature,59,1964,2
1964-03-01,Los Angeles Downtown,Temperature,58.6,1964,3
1964-04-01,Los Angeles Downtown,Temperature,60.5,1964,4
1964-05-01,Los Angeles Downtown,Temperature,61.7,1964,5
1964-06-01,Los Angeles Downtown,Temperature,64.8,1964,6
1964-07-01,Los Angeles Downtown,Temperature,72,1964,7
1964-08-01,Los Angeles Downtown,Temperature,73.3,1964,8
1964-09-01,Los Angeles Downtown,Temperature,70.1,1964,9
1964-10-01,Los Angeles Downtown,Temperature,70.5,1964,10
1964-11-01,Los Angeles Downtown,Temperature,59.8,1964,11
1964-12-01,Los Angeles Downtown,Temperature,56.4,1964,12
1965-01-01,Los Angeles Downtown,Temperature,58.2,1965,1
1965-02-01,Los Angeles Downtown,Temperature,57.9,1965,2
1965-03-01,Los Angeles Downtown,Temperature,59,1965,3
1965-04-01,Los Angeles Downtown,Temperature,61.7,1965,4
1965-05-01,Los Angeles Downtown,Temperature,63.4,1965,5
1965-06-01,Los Angeles Downtown,Temperature,64.1,1965,6
1965-07-01,Los Angeles Downtown,Temperature,70,1965,7
1965-08-01,Los Angeles Downtown,Temperature,75.6,1965,8
1965-09-01,Los Angeles Downtown,Temperature,69.6,1965,9
1965-10-01,Los Angeles Downtown,Temperature,73.1,1965,10
1965-11-01,Los Angeles Downtown,Temperature,62,1965,11
1965-12-01,Los Angeles Downtown,Temperature,56.9,1965,12
1966-01-01,Los Angeles Downtown,Temperature,55.7,1966,1
1966-02-01,Los Angeles Downtown,Temperature,56.2,1966,2
1966-03-01,Los Angeles Downtown,Temperature,61.3,1966,3
1966-04-01,Los Angeles Downtown,Temperature,64.3,1966,4
1966-05-01,Los Angeles Downtown,Temperature,64.5,1966,5
1966-06-01,Los Angeles Downtown,Temperature,70.2,1966,6
1966-07-01,Los Angeles Downtown,Temperature,74.3,1966,7
1966-08-01,Los Angeles Downtown,Temperature,76.6,1966,8
1966-09-01,Los Angeles Downtown,Temperature,73.4,1966,9
1966-10-01,Los Angeles Downtown,Temperature,71.2,1966,10
1966-11-01,Los Angeles Downtown,Temperature,63.6,1966,11
1966-12-01,Los Angeles Downtown,Temperature,60.6,1966,12
1967-01-01,Los Angeles Downtown,Temperature,59.1,1967,1
1967-02-01,Los Angeles Downtown,Temperature,62.9,1967,2
1967-03-01,Los Angeles Downtown,Temperature,60.9,1967,3
1967-04-01,Los Angeles Downtown,Temperature,56.1,1967,4
1967-05-01,Los Angeles Downtown,Temperature,67.3,1967,5
1967-06-01,Los Angeles Downtown,Temperature,66.2,1967,6
1967-07-01,Los Angeles Downtown,Temperature,75.6,1967,7
1967-08-01,Los Angeles Downtown,Temperature,79.2,1967,8
1967-09-01,Los Angeles Downtown,Temperature,75.2,1967,9
1967-10-01,Los Angeles Downtown,Temperature,72.5,1967,10
1967-11-01,Los Angeles Downtown,Temperature,66.6,1967,11
1967-12-01,Los Angeles Downtown,Temperature,55.5,1967,12
1968-01-01,Los Angeles Downtown,Temperature,58.4,1968,1
1968-02-01,Los Angeles Downtown,Temperature,63.8,1968,2
1968-03-01,Los Angeles Downtown,Temperature,62.8,1968,3
1968-04-01,Los Angeles Downtown,Temperature,64,1968,4
1968-05-01,Los Angeles Downtown,Temperature,65.5,1968,5
1968-06-01,Los Angeles Downtown,Temperature,69.2,1968,6
1968-07-01,Los Angeles Downtown,Temperature,74.7,1968,7
1968-08-01,Los Angeles Downtown,Temperature,74,1968,8
1968-09-01,Los Angeles Downtown,Temperature,73.4,1968,9
1968-10-01,Los Angeles Downtown,Temperature,69.1,1968,10
1968-11-01,Los Angeles Downtown,Temperature,63.3,1968,11
1968-12-01,Los Angeles Downtown,Temperature,56.1,1968,12
1969-01-01,Los Angeles Downtown,Temperature,58.3,1969,1
1969-02-01,Los Angeles Downtown,Temperature,54.9,1969,2
1969-03-01,Los Angeles Downtown,Temperature,59.7,1969,3
1969-04-01,Los Angeles Downtown,Temperature,63.8,1969,4
1969-05-01,Los Angeles Downtown,Temperature,66.6,1969,5
1969-06-01,Los Angeles Downtown,Temperature,67.2,1969,6
1969-07-01,Los Angeles Downtown,Temperature,73.7,1969,7
1969-08-01,Los Angeles Downtown,Temperature,77,1969,8
1969-09-01,Los Angeles Downtown,Temperature,71.7,1969,9
1969-10-01,Los Angeles Downtown,Temperature,67.3,1969,10
1969-11-01,Los Angeles Downtown,Temperature,65.2,1969,11
1969-12-01,Los Angeles Downtown,Temperature,59.2,1969,12
1970-01-01,Los Angeles Downtown,Temperature,57.6,1970,1
1970-02-01,Los Angeles Downtown,Temperature,61.4,1970,2
1970-03-01,Los Angeles Downtown,Temperature,61.1,1970,3
1970-04-01,Los Angeles Downtown,Temperature,60.9,1970,4
1970-05-01,Los Angeles Downtown,Temperature,67.4,1970,5
1970-06-01,Los Angeles Downtown,Temperature,70,1970,6
1970-07-01,Los Angeles Downtown,Temperature,75.3,1970,7
1970-08-01,Los Angeles Downtown,Temperature,76.1,1970,8
1970-09-01,Los Angeles Downtown,Temperature,74.3,1970,9
1970-10-01,Los Angeles Downtown,Temperature,68.3,1970,10
1970-11-01,Los Angeles Downtown,Temperature,63.3,1970,11
1970-12-01,Los Angeles Downtown,Temperature,57.2,1970,12
1971-01-01,Los Angeles Downtown,Temperature,58.8,1971,1
1971-02-01,Los Angeles Downtown,Temperature,59.2,1971,2
1971-03-01,Los Angeles Downtown,Temperature,60.3,1971,3
1971-04-01,Los Angeles Downtown,Temperature,62,1971,4
1971-05-01,Los Angeles Downtown,Temperature,63.9,1971,5
1971-06-01,Los Angeles Downtown,Temperature,68.7,1971,6
1971-07-01,Los Angeles Downtown,Temperature,74.2,1971,7
1971-08-01,Los Angeles Downtown,Temperature,78.9,1971,8
1971-09-01,Los Angeles Downtown,Temperature,74.6,1971,9
1971-10-01,Los Angeles Downtown,Temperature,67.4,1971,10
1971-11-01,Los Angeles Downtown,Temperature,60.2,1971,11
1971-12-01,Los Angeles Downtown,Temperature,52.8,1971,12
1972-01-01,Los Angeles Downtown,Temperature,55.5,1972,1
1972-02-01,Los Angeles Downtown,Temperature,60.3,1972,2
1972-03-01,Los Angeles Downtown,Temperature,63.7,1972,3
1972-04-01,Los Angeles Downtown,Temperature,63.8,1972,4
1972-05-01,Los Angeles Downtown,Temperature,67.5,1972,5
1972-06-01,Los Angeles Downtown,Temperature,72.2,1972,6
1972-07-01,Los Angeles Downtown,Temperature,78,1972,7
1972-08-01,Los Angeles Downtown,Temperature,77.4,1972,8
1972-09-01,Los Angeles Downtown,Temperature,72.3,1972,9
1972-10-01,Los Angeles Downtown,Temperature,67.2,1972,10
1972-11-01,Los Angeles Downtown,Temperature,62.2,1972,11
1972-12-01,Los Angeles Downtown,Temperature,58.1,1972,12
1973-01-01,Los Angeles Downtown,Temperature,56.4,1973,1
1973-02-01,Los Angeles Downtown,Temperature,59.9,1973,2
1973-03-01,Los Angeles Downtown,Temperature,57.9,1973,3
1973-04-01,Los Angeles Downtown,Temperature,63.1,1973,4
1973-05-01,Los Angeles Downtown,Temperature,65.8,1973,5
1973-06-01,Los Angeles Downtown,Temperature,72,1973,6
1973-07-01,Los Angeles Downtown,Temperature,72.3,1973,7
1973-08-01,Los Angeles Downtown,Temperature,73.5,1973,8
1973-09-01,Los Angeles Downtown,Temperature,70,1973,9
1973-10-01,Los Angeles Downtown,Temperature,68.8,1973,10
1973-11-01,Los Angeles Downtown,Temperature,60,1973,11
1973-12-01,Los Angeles Downtown,Temperature,59.9,1973,12
1974-01-01,Los Angeles Downtown,Temperature,55.1,1974,1
1974-02-01,Los Angeles Downtown,Temperature,59.2,1974,2
1974-03-01,Los Angeles Downtown,Temperature,59.5,1974,3
1974-04-01,Los Angeles Downtown,Temperature,64.7,1974,4
1974-05-01,Los Angeles Downtown,Temperature,65.6,1974,5
1974-06-01,Los Angeles Downtown,Temperature,72.2,1974,6
1974-07-01,Los Angeles Downtown,Temperature,74,1974,7
1974-08-01,Los Angeles Downtown,Temperature,72.3,1974,8
1974-09-01,Los Angeles Downtown,Temperature,73.2,1974,9
1974-10-01,Los Angeles Downtown,Temperature,67.6,1974,10
1974-11-01,Los Angeles Downtown,Temperature,64,1974,11
1974-12-01,Los Angeles Downtown,Temperature,56.1,1974,12
1975-01-01,Los Angeles Downtown,Temperature,57.6,1975,1
1975-02-01,Los Angeles Downtown,Temperature,55.7,1975,2
1975-03-01,Los Angeles Downtown,Temperature,55.7,1975,3
1975-04-01,Los Angeles Downtown,Temperature,56,1975,4
1975-05-01,Los Angeles Downtown,Temperature,62.7,1975,5
1975-06-01,Los Angeles Downtown,Temperature,65.7,1975,6
1975-07-01,Los Angeles Downtown,Temperature,72.5,1975,7
1975-08-01,Los Angeles Downtown,Temperature,71.8,1975,8
1975-09-01,Los Angeles Downtown,Temperature,73.9,1975,9
1975-10-01,Los Angeles Downtown,Temperature,66.4,1975,10
1975-11-01,Los Angeles Downtown,Temperature,61.2,1975,11
1975-12-01,Los Angeles Downtown,Temperature,57,1975,12
1976-01-01,Los Angeles Downtown,Temperature,59.3,1976,1
1976-02-01,Los Angeles Downtown,Temperature,56.4,1976,2
1976-03-01,Los Angeles Downtown,Temperature,58.4,1976,3
1976-04-01,Los Angeles Downtown,Temperature,57.8,1976,4
1976-05-01,Los Angeles Downtown,Temperature,64.2,1976,5
1976-06-01,Los Angeles Downtown,Temperature,71.1,1976,6
1976-07-01,Los Angeles Downtown,Temperature,72.6,1976,7
1976-08-01,Los Angeles Downtown,Temperature,71.5,1976,8
1976-09-01,Los Angeles Downtown,Temperature,72.5,1976,9
1976-10-01,Los Angeles Downtown,Temperature,70.7,1976,10
1976-11-01,Los Angeles Downtown,Temperature,66.8,1976,11
1976-12-01,Los Angeles Downtown,Temperature,60.4,1976,12
1977-01-01,Los Angeles Downtown,Temperature,58.1,1977,1
1977-02-01,Los Angeles Downtown,Temperature,63.1,1977,2
1977-03-01,Los Angeles Downtown,Temperature,56.9,1977,3
1977-04-01,Los Angeles Downtown,Temperature,63.6,1977,4
1977-05-01,Los Angeles Downtown,Temperature,61.8,1977,5
1977-06-01,Los Angeles Downtown,Temperature,69.2,1977,6
