RECRD,VESSLTERMS,FEATURE_TYPE,LATDEC,LONDEC,GP_QUALITY,DEPTH
10894,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.933333,-90.055611,Poor,
10895,POINT LANDING VI,"Wreck - Submerged, dangerous to surface navigation",29.924556,-90.066472,Low,
10896,N906,"Wreck - Submerged, dangerous to surface navigation",29.922972,-90.062583,Low,
10898,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.911111,-90.088611,Med,
10901,MISTER ED,"Wreck - Submerged, dangerous to surface navigation",29.909639,-90.128667,Low,
10902,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.914167,-90.133333,Low,
10903,HAZEL W,"Wreck - Submerged, dangerous to surface navigation",29.920194,-90.136444,Med,
10904,GAZOO,"Wreck - Submerged, dangerous to surface navigation",29.936944,-90.137222,Med,
10905,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.94,-90.138667,Low,
10906,RIVER FLEETS,"Wreck - Submerged, dangerous to surface navigation",29.941028,-90.138389,Low,
10909,LADY D,"Wreck - Submerged, dangerous to surface navigation",28.808586,-95.30855,Poor,
11562,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.008544,-93.762667,Med,
11564,UNKNOWN,Wreck - Visible,30.076175,-93.721647,High,
11565,UNKNOWN,Wreck - Visible,30.079144,-93.725486,High,
11567,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.080214,-93.727403,High,
11569,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.082075,-93.732114,Low,
11581,EVE,"Wreck - Submerged, dangerous to surface navigation",29.768725,-93.346708,Low,
11582,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.805922,-93.348361,Med,
11583,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.841081,-93.348931,Poor,
11585,UNKNOWN,Wreck - Visible,29.930711,-93.338386,Low,
10910,ALLEY CAT,"Wreck - Submerged, dangerous to surface navigation",28.760211,-95.271908,High,56.2
10914,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.634364,-95.201847,High,70.5
10917,UNKNOWN,"Wreck - Submerged, nondangerous",28.63175,-95.081639,Poor,95
10919,TITAN,"Wreck - Submerged, dangerous to surface navigation",28.584258,-95.014372,Poor,
10922,ATHENE,"Wreck - Submerged, dangerous to surface navigation",28.723583,-94.941869,Poor,
11593,UNKNOWN,Wreck - Visible,30.098611,-93.327778,Low,
11594,UNKNOWN,Wreck - Visible,30.11,-93.335,Low,
11597,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.210989,-93.260067,Low,22
11599,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.225742,-93.253931,High,
10930,JIMBO,"Wreck - Submerged, dangerous to surface navigation",28.916914,-95.250214,Poor,
10931,FREE SPIRIT,"Wreck - Submerged, dangerous to surface navigation",28.935247,-95.238547,Poor,
10934,SOLIDEZ,"Wreck - Submerged, dangerous to surface navigation",26.415917,-96.923583,Poor,
10936,LITTLE ELIJAH,"Wreck - Submerged, nondangerous",26.300294,-96.933575,Poor,
10939,SEA GULL,"Wreck - Submerged, dangerous to surface navigation",28.969597,-94.660547,High,45
10945,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.493611,-95.725258,Poor,72
10946,GLORIA B,"Wreck - Submerged, dangerous to surface navigation",28.525,-95.366667,Poor,
10947,UNKNOWN,"Wreck - Submerged, nondangerous",28.516667,-95.366667,Poor,
11620,JAMES I,"Wreck - Submerged, nondangerous",28.800242,-89.425047,Poor,
11622,RELIANCE SEAHORSE,"Wreck - Submerged, dangerous to surface navigation",28.887778,-89.435556,Low,
10949,ROSIE B,"Wreck - Submerged, dangerous to surface navigation",28.081667,-96.381667,Poor,
10951,LAURA,"Wreck - Submerged, nondangerous",28.112806,-96.246161,High,80
10961,TEACHERS PET,"Wreck - Submerged, dangerous to surface navigation",27.725,-96.993333,Poor,
10965,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.932778,-96.583333,Poor,32
176,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.609481,-97.110264,Low,0
177,UNKNOWN,Not Charted,27.610303,-96.110236,Low,0
182,EMPRESS,"Wreck - Submerged, dangerous to surface navigation",27.666978,-97.083597,Low,0
185,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.703642,-97.091931,Low,0
186,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.718772,-96.975875,High,
190,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.776972,-97.051931,Low,0
191,ATLANTA,"Wreck - Submerged, dangerous to surface navigation",27.779472,-97.093875,Med,0
195,DE RAIL,"Wreck - Submerged, dangerous to surface navigation",27.826969,-97.031931,Med,0
201,BLUE BONNET,"Wreck - Submerged, dangerous to surface navigation",27.950297,-96.800261,Low,0
208,UNKNOWN,"Wreck - Submerged, nondangerous",28.000294,-96.770261,Low,0
211,GULF OIL,"Wreck - Submerged, nondangerous",28.166922,-89.800044,Low,0
212,UNKNOWN,Not Charted,28.171953,-96.666925,Med,0
214,UNKNOWN,Not Charted,28.183619,-96.358583,Low,0
218,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.237453,-96.606925,Med,0
223,LADY LILLIAN,"Wreck - Submerged, dangerous to surface navigation",28.300272,-95.466892,Low,0
226,SALTDOME NO.1,"Wreck - Submerged, dangerous to surface navigation",28.351669,-96.381639,Low,0
227,FIRST MATE,,28.36315,-94.807725,High,92
228,UNKNOWN,"Wreck - Submerged, nondangerous",28.366947,-96.383583,Low,0
229,OAXACA,"Wreck - Submerged, dangerous to surface navigation",28.374128,-96.186183,Low,46
236,SINTPAT,,28.400261,-94.9002,Low,108
237,SMOKEY,Not Charted,28.400267,-95.300217,Low,0
243,GULF PENN,"Wreck - Submerged, nondangerous",28.483581,-89.200033,Low,0
245,SADIE S,,28.500258,-94.9002,Low,108
246,HEREDIA,Not Charted,28.506908,-90.991756,Poor,0
247,MISS ANITA,"Wreck - Submerged, dangerous to surface navigation",28.538589,-94.43685,Low,0
248,R.W. GALLAGHER,Not Charted,28.541908,-90.973422,Low,0
249,CHIP,Not Charted,28.550269,-95.933575,Low,0
251,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.578589,-94.550186,Low,0
255,UNKNOWN,,28.600256,-95.050206,Low,90
259,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.623589,-94.896867,Med,0
262,ST LAURENT I,"Wreck - Submerged, dangerous to surface navigation",28.683589,-95.400219,Low,0
263,V TILEMAN,"Wreck - Submerged, dangerous to surface navigation",28.683592,-95.461889,Low,0
264,HALO,Not Charted,28.700239,-90.133403,Poor,0
265,SHEHEROZADA,Not Charted,28.705233,-91.383436,Low,0
266,C-JACK I,"Wreck - Submerged, dangerous to surface navigation",28.708592,-95.568561,Med,0
268,TRICIA F,"Wreck - Submerged, dangerous to surface navigation",28.716917,-94.700192,Low,0
270,ANCIENT MARINER,"Wreck - Submerged, dangerous to surface navigation",28.733581,-93.108481,Low,0
275,GEORGE VANCOUVER,"Wreck - Submerged, dangerous to surface navigation",28.792578,-95.347503,High,33.5
276,BO-K,Not Charted,28.800253,-95.550225,Low,0
279,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.811972,-97.2286,Low,0
282,UNKNOWN,Not Charted,28.833567,-92.166794,Low,0
284,VIOLET GLADYS,Not Charted,28.833586,-95.450222,Low,0
285,SEA BIRD,Not Charted,28.851917,-95.440219,Med,0
287,CLIPPER,"Wreck - Submerged, dangerous to surface navigation",28.966911,-95.066872,Low,0
289,BILLY P,Wreck - Visible,28.866917,-95.366883,Low,0
290,VIRGINIA,"Wreck - Submerged, dangerous to surface navigation",28.876906,-89.458381,Low,0
291,RAWLEIGH WARNER,"Wreck - Submerged, nondangerous",28.883567,-89.250044,Low,0
296,UNKNOWN,Not Charted,28.911347,-89.426714,Low,0
302,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.930244,-95.086872,Low,0
303,CAPTAIN PETE,Not Charted,28.930247,-95.296881,Med,0
305,YUMA,Not Charted,28.943569,-89.443381,Low,0
306,ST MICHAEL,"Wreck - Submerged, dangerous to surface navigation",28.948578,-95.215211,Low,0
308,PODUNK QUEEN,"Wreck - Submerged, dangerous to surface navigation",28.983578,-95.200208,Low,0
312,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.000244,-94.200178,Low,0
313,MARGATE,Not Charted,29.000244,-95.000203,Low,0
314,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.028578,-95.176875,High,0
315,GLORIA COLITAUS,Not Charted,29.033575,-95.166875,Low,0
316,UNKNOWN,,29.044492,-95.160047,High,0
320,ARKANSAS,"Wreck - Submerged, dangerous to surface navigation",29.050242,-95.133539,Low,0
324,CITY OF TOLEDO,Not Charted,29.066892,-91.716786,Poor,0
325,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.066908,-95.016869,Low,0
327,CARIBE NO.500,Not Charted,29.115222,-91.721786,Low,0
330,PIONEER,Not Charted,29.133556,-91.698453,Low,0
331,DR.H.E.WHITE,Not Charted,29.133567,-92.583475,Low,0
342,EL VIVO,Not Charted,29.166894,-90.000069,Low,0
343,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.166906,-94.091842,Low,0
354,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.233572,-94.766861,Low,0
355,UNKNOWN,Not Charted,29.241611,-89.565892,Low,0
356,UNKNOWN,Not Charted,29.245236,-94.853528,Low,0
357,UNKNOWN,Not Charted,29.245889,-94.853517,High,0
358,TONY S,"Wreck - Submerged, dangerous to surface navigation",29.250225,-89.833403,Med,0
359,UNKNOWN,Not Charted,29.253569,-94.762692,Low,0
360,UNKNOWN,,29.258667,-94.694639,High,25
361,BARBARA JEAN,"Wreck - Submerged, dangerous to surface navigation",29.260225,-89.860069,Med,0
362,GULF TIDE,"Wreck - Submerged, dangerous to surface navigation",29.263875,-93.657356,High,40
363,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.264681,-94.767417,Low,0
364,PEARL HARBOR,"Wreck - Submerged, dangerous to surface navigation",29.266336,-89.823958,Low,0
365,TERRY AND MIKE,"Wreck - Submerged, dangerous to surface navigation",29.273569,-94.736858,Low,0
368,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.288558,-89.883903,Low,0
369,UNKNOWN,Not Charted,29.288569,-94.786028,Low,0
372,BESCO,Not Charted,29.298569,-94.671858,Poor,0
373,LCT BESCO,Not Charted,29.299403,-94.671303,Low,0
374,LAST CHANCE,"Wreck - Submerged, dangerous to surface navigation",29.300222,-89.816733,Low,0
375,SC 1063,Not Charted,29.300236,-94.783528,Low,0
378,PEARL HARBOR,Not Charted,29.316889,-89.8234,Low,0
381,UNKNOWN,Not Charted,29.324403,-94.694358,Med,0
6,AMATLAN,Not Charted,22.800386,-97.333433,Poor,0
8,GRAM KIRK,"Wreck - Submerged, dangerous to surface navigation",28.415278,-96.316914,Low,0
11,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.096661,-93.327667,Low,
22,GUNDERSEN,Not Charted,23.533692,-92.583275,Low,0
384,ATLANTIC,Not Charted,29.333558,-92.396803,Low,0
386,POLARIS,Not Charted,29.356886,-91.916789,Low,0
389,EDGAR F. CONEY,"Wreck - Submerged, dangerous to surface navigation",29.3669,-93.00015,Poor,0
393,UNKNOWN,Not Charted,29.40855,-91.491778,Low,0
394,UNKNOWN,Not Charted,29.440769,-91.29955,Med,0
395,UNKNOWN,Not Charted,29.444231,-94.622192,Med,0
396,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.447097,-93.080986,High,11.2
398,SHOAL HARBOR,Not Charted,29.450225,-92.616808,Low,0
399,GRACE C,,29.450233,-93.116819,Med,0
402,UNKNOWN,Not Charted,29.466897,-94.555189,Low,0
405,UNKNOWN,Not Charted,29.500214,-90.716756,Low,0
406,A B L 92,Not Charted,29.500228,-95.000203,Low,0
407,UNKNOWN,Not Charted,29.517728,-94.321853,High,0
419,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.633556,-93.883497,Low,0
420,UNKNOWN,Not Charted,29.641872,-89.266714,Low,0
421,SAN SABA,Not Charted,29.658553,-94.016836,Low,0
424,WA WA,,29.733553,-93.700158,Poor,9
425,DONNA MARIE,"Wreck - Submerged, dangerous to surface navigation",29.026911,-95.175208,Low,0
426,LINDA,"Wreck - Submerged, dangerous to surface navigation",29.748556,-93.600156,Low,0
427,BELLE,Not Charted,29.753553,-93.116814,Low,0
428,DEWEY,"Wreck - Submerged, dangerous to surface navigation",29.763556,-93.436819,Low,0
57,SURCEASE,Not Charted,24.667039,-97.666883,Low,0
74,ALKALINER,Not Charted,25.000322,-89.999911,Low,0
434,GALVESTON USA,,29.916886,-95.166875,Low,0
83,SAN BLAS,Not Charted,25.433683,-95.550164,Low,0
88,MOIRA,Not Charted,25.583689,-96.333536,Low,0
766,MY BABY,Wreck - Visible,29.452994,-89.710897,Low,0
110,PALMETTO,"Wreck - Submerged, dangerous to surface navigation",26.064244,-97.144969,Low,
111,LITTLE CHRIS,"Wreck - Submerged, dangerous to surface navigation",26.064522,-97.144692,Med,
114,CUAHUHTEMOC,"Wreck - Submerged, dangerous to surface navigation",26.072022,-97.151358,Low,0
120,COLUMBIA,"Wreck - Submerged, dangerous to surface navigation",26.167019,-97.150247,Low,0
126,SAN PEDRO,Not Charted,26.317017,-97.166914,Poor,0
129,CAPTAIN GENE,"Wreck - Submerged, dangerous to surface navigation",26.400347,-97.016911,Low,0
135,CAPTAIN READY,Not Charted,26.617008,-97.216919,Low,0
136,BIG DADDY,Not Charted,26.617008,-97.283586,Low,0
786,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.965203,-90.280356,Low,0
158,ANITA BRYANT,Not Charted,27.225322,-97.350261,Low,0
168,UNKNOWN,"Wreck - Submerged, nondangerous",27.450317,-96.783586,Low,0
169,UNKNOWN,"Wreck - Submerged, nondangerous",27.475314,-96.65025,Low,0
171,ORION,Not Charted,27.500317,-97.3336,Low,0
5406,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.697181,-96.210764,High,0.4
5409,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.674025,-96.231156,Low,1
5420,UNKNOWN,Wreck - Visible,28.610439,-96.248933,High,0
5421,UNKNOWN,Wreck - Visible,28.610439,-96.249378,High,0
7111,UNKNOWN,Wreck - Visible,29.769547,-95.075669,High,0
7113,UNKNOWN,Wreck - Visible,29.775272,-95.072922,High,0
7114,UNKNOWN,Wreck - Visible,29.777097,-95.072192,High,0
7115,CHIPPY,Wreck - Visible,29.784558,-95.098003,High,0
5443,GRAND PRIZE,"Wreck - Submerged, dangerous to surface navigation",28.449861,-96.400842,High,0.5
7116,UNKNOWN,Wreck - Visible,29.779392,-95.070483,High,0
7117,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.780631,-95.071261,High,0.5
7118,UNKNOWN,Wreck - Visible,29.782994,-95.067489,High,0
7119,UNKNOWN,Wreck - Visible,29.786892,-95.072428,High,0
7120,UNKNOWN,Wreck - Visible,29.791028,-95.073094,High,0
7124,UNKNOWN,Wreck - Visible,29.810964,-95.085044,High,0
7125,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.814819,-95.087161,High,0.6
7126,UNKNOWN,Wreck - Visible,29.8163,-95.082194,High,0
7127,UNKNOWN,Wreck - Visible,29.819544,-95.0776,High,0
7128,UNKNOWN,Wreck - Visible,29.849389,-95.096039,High,0
5456,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.451944,-96.37025,Low,0
5467,UNKNOWN,Wreck - Visible,28.432717,-96.345325,High,2.3
5468,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.433372,-96.345475,High,1.9
5511,KAY C,"Wreck - Submerged, dangerous to surface navigation",28.538608,-96.358581,Low,0
5802,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.171953,-96.666925,Low,0
5803,GULF KING 24,"Wreck - Submerged, dangerous to surface navigation",28.321947,-96.421919,Low,0
5804,FAITHFUL LADY,"Wreck - Submerged, dangerous to surface navigation",28.405278,-96.313581,Low,0
5806,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.235703,-96.606925,Low,0
5807,MISS HAYES,"Wreck - Submerged, dangerous to surface navigation",28.31195,-96.446919,Low,0
5808,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.183619,-96.358583,Low,0
5810,MATAGORDA PILOT,"Wreck - Submerged, dangerous to surface navigation",28.409447,-96.303583,Low,0
5811,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.416944,-96.316914,Low,0
5812,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.455278,-96.276358,Low,0
5813,FLOSSIE R. SHAW,"Wreck - Submerged, dangerous to surface navigation",28.466944,-96.250247,Low,0
5816,GUNSMOKE,"Wreck - Submerged, dangerous to surface navigation",28.115289,-96.753594,Low,0
5818,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.361947,-96.383583,Low,0
5823,TRANSWORLD 45,"Wreck - Submerged, dangerous to surface navigation",26.038194,-97.128072,High,0
5824,CAMPESINO,Wreck - Visible,26.050356,-97.150247,Low,0
5825,NORTHER,"Wreck - Submerged, dangerous to surface navigation",26.064244,-97.144969,Low,0
5828,MARGARET WEBSTER,"Wreck - Submerged, dangerous to surface navigation",26.069522,-97.138581,Low,
5831,MERMAID,Wreck - Visible,26.117019,-97.161914,Low,0
5832,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.122575,-97.158581,Low,0
5834,UNKNOWN,Wreck - Visible,26.148333,-97.167778,Poor,0
5837,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.559369,-97.266169,Poor,0
5271,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.673883,-96.570253,Low,0
5273,UNKNOWN,Wreck - Visible,28.667381,-96.580736,High,0
5838,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.560619,-97.268947,Poor,0
5839,BEULAH,"Wreck - Submerged, dangerous to surface navigation",26.558675,-97.016911,Low,0
5840,FAIRWIND,"Wreck - Submerged, dangerous to surface navigation",26.567008,-97.270253,Low,0
5841,BIG DADDY,"Wreck - Submerged, dangerous to surface navigation",26.617008,-97.283586,Low,0
5842,CAPTAIN READY,"Wreck - Submerged, dangerous to surface navigation",26.617008,-97.216919,Low,0
5843,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.067022,-97.144136,Med,
5844,UNKNOWN,Wreck - Visible,26.067578,-97.144692,Med,
5851,UNKNOWN,Wreck - Visible,28.585556,-96.590361,High,0
5967,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.868889,-97.133278,High,2
6969,FAY,Wreck - Visible,29.783558,-95.076094,High,0
6970,JOEL RUBIN,"Wreck - Submerged, dangerous to surface navigation",29.241906,-93.000153,Poor,0
6977,ALLEGRO,"Wreck - Submerged, dangerous to surface navigation",29.416903,-93.300156,Poor,0
6980,MARTHA JANE,"Wreck - Submerged, dangerous to surface navigation",29.616892,-93.050147,Poor,0
6981,HAWAIIAN BREEZE,"Wreck - Submerged, dangerous to surface navigation",29.625225,-93.083483,Low,0
6983,CAPTAIN CARL,"Wreck - Submerged, dangerous to surface navigation",29.733556,-93.133481,Low,0
6986,TOP TACKLE,"Wreck - Submerged, dangerous to surface navigation",29.176906,-93.901836,Poor,0
5304,UNKNOWN,Wreck - Visible,28.619236,-96.619125,High,0
6999,HAWKEYE,"Wreck - Submerged, dangerous to surface navigation",29.300233,-93.950169,Low,0
7001,CARL CHILTON,"Wreck - Submerged, dangerous to surface navigation",29.3669,-93.800164,Low,0
7003,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.383569,-93.450158,Poor,0
7004,DRILLER,"Wreck - Submerged, dangerous to surface navigation",29.419294,-93.351881,High,8.9
7005,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.433564,-93.783497,Low,0
7007,GI JOE,"Wreck - Submerged, dangerous to surface navigation",29.466897,-93.766831,Low,0
5331,UNKNOWN,Wreck - Visible,28.5725,-96.620278,High,0
7015,MISS BEHAVE,"Wreck - Submerged, dangerous to surface navigation",29.559669,-93.899333,Poor,0
7018,S.S. W. BEAUMONT,"Wreck - Submerged, dangerous to surface navigation",29.574544,-93.817944,High,31.9
7022,CAPT. PHILL,"Wreck - Submerged, dangerous to surface navigation",29.671892,-93.426822,Poor,0
7025,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.691892,-93.584322,Med,0
7026,MARY M,"Wreck - Submerged, dangerous to surface navigation",29.700222,-93.608492,Poor,0
7027,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.705222,-93.613492,Low,0
7028,WHIPPOOR WILL,"Wreck - Submerged, dangerous to surface navigation",29.710222,-93.681825,Med,0
7029,SEA NYMPH,"Wreck - Submerged, dangerous to surface navigation",29.600222,-93.8835,Poor,0
7031,BEULAH,"Wreck - Submerged, dangerous to surface navigation",29.641158,-93.812867,High,16
7032,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.640461,-93.828347,High,21
7034,ESTHER,"Wreck - Submerged, dangerous to surface navigation",29.648556,-93.819606,Med,0
7035,ANTHONY T,"Wreck - Submerged, dangerous to surface navigation",29.666889,-93.776828,Low,0
7036,CORE LEE,"Wreck - Submerged, dangerous to surface navigation",29.675222,-93.775161,Low,0
7053,BARGE RO-6,"Wreck - Submerged, nondangerous",28.966894,-88.916703,Low,0
5363,BILDOT,"Wreck - Submerged, dangerous to surface navigation",28.545881,-96.491606,High,0
5377,UNKNOWN,Wreck - Visible,28.523608,-96.438583,Low,0
13556,FELIX,Wreck - Visible,30.245972,-93.247083,Low,
13557,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.246389,-93.245417,Low,
13558,UNKNOWN,Wreck - Visible,30.24725,-93.245556,Low,
13559,ADLER,Wreck - Visible,30.248611,-93.246444,Low,
13560,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.250358,-93.244928,Low,
12428,F/V COBIA,"Wreck - Submerged, nondangerous",28.183333,-94.348333,Low,
12429,F/V GULF KING,"Wreck - Submerged, nondangerous",28.20025,-94.250167,Low,
13609,UNKNOWN,"Wreck - Submerged, nondangerous",30.079481,-93.726378,High,5.29
13610,UNKNOWN,"Wreck - Submerged, nondangerous",30.07875,-93.725858,High,5.6
13613,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.420586,-93.94515,High,7.53
13615,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.076917,-94.079656,High,11.39
13639,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.83895,-93.331092,High,14
13652,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.364617,-94.891394,High,7.88
13655,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.363478,-94.656908,High,27
14146,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.653903,-91.244078,High,
14147,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.702942,-91.220694,High,
14148,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.706792,-91.222353,High,
14149,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.704883,-91.221972,High,
14150,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.723906,-91.219331,High,
14151,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.707156,-91.221953,High,
14152,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.654439,-91.243836,High,
12473,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.875611,-95.272614,High,34.2
13682,F/V SEA KERNEL,"Wreck - Submerged, dangerous to surface navigation",29.616161,-91.252911,Low,
13684,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.669694,-91.231278,Low,
13685,UNKNOWN,Wreck - Visible,29.669944,-91.230861,Low,
13686,UNKNOWN,,29.671236,-91.228269,Low,
13687,UNKNOWN,Wreck - Visible,29.684167,-91.219167,Low,
13688,UNKNOWN,Wreck - Visible,29.684778,-91.217722,Low,
13690,UNKNOWN,Wreck - Visible,29.708056,-91.218778,Low,
13692,UNKNOWN,Wreck - Visible,29.684708,-91.172528,Low,
13693,UNKNOWN,Not Charted,26.065356,-97.148581,Low,0
13711,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.684689,-91.178167,Poor,
13216,MISS JESSLYN,"Wreck - Submerged, dangerous to surface navigation",28.983567,-90.250078,Poor,
13219,MURMANILL,"Wreck - Submerged, dangerous to surface navigation",29.01844,-90.281099,High,32
13346,UNKNOWN,"Wreck - Submerged, nondangerous",27.835,-97.043333,Med,
13347,BERTRAM,"Wreck - Submerged, nondangerous",27.836111,-97.0425,Med,
13348,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.819722,-97.183611,Low,
12781,M/V BECK II,"Wreck - Submerged, dangerous to surface navigation",28.783564,-91.73345,Poor,
12782,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.800222,-91.683444,Low,
12783,PHILIDELPHIA,"Wreck - Submerged, dangerous to surface navigation",28.775233,-91.613444,Med,
12784,KATHY MARLENE,"Wreck - Submerged, dangerous to surface navigation",28.788333,-91.586667,Med,
13419,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.525,-94.893333,Low,
13420,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.450278,-94.835278,Low,
13425,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.345,-94.678333,Low,
13427,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.333361,-94.7,Low,
13428,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.338333,-94.726667,Low,
13429,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.358139,-94.744611,Low,7
13928,UNKNOWN,Wreck - Visible,29.595,-92.028333,Low,
13933,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.155225,-90.965094,Low,
12786,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.600239,-91.158428,Low,
12791,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.8,-91.233333,Low,
12793,CAPTIAN JORY,"Wreck - Submerged, dangerous to surface navigation",28.7669,-91.291767,Low,
12803,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.883556,-91.250083,Poor,
13435,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.34855,-94.64355,Low,
13437,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.313333,-94.828333,Low,
13441,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.200833,-90.032833,Low,
13442,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.250833,-89.61,Low,
13443,CAPTAIN SNOWBALL,"Wreck - Submerged, dangerous to surface navigation",29.166667,-90.05,Poor,
13444,DAVID MCCALL,Wreck - Visible,29.165,-90.07,Low,
13446,WILMA G,"Wreck - Submerged, dangerous to surface navigation",29.241667,-89.9,Low,15
13448,DAHN FIHO,"Wreck - Submerged, dangerous to surface navigation",29.275,-89.7,Low,
13449,DENA ALLYSON,"Wreck - Submerged, dangerous to surface navigation",29.25856,-89.936738,Poor,
13452,SOL,"Wreck - Submerged, dangerous to surface navigation",29.103333,-90.151111,Low,
13455,FRANCES,"Wreck - Submerged, dangerous to surface navigation",29.145,-90.006667,Low,6
13456,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.940833,-90.113611,Low,
13458,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.161111,-90.001667,Low,
